num_explanations,normalized_semantic_score
1,-1.14344938683509
3,-0.025501434299935063
5,0.3374114930665188
10,0.5775027351017585
15,0.9869219996159017
17,1.039358858466452
18,0.8986111024495987
20,0.7992583249267641
25,0.7660159791958286
29,0.7714833250016078
30,0.7587297285301555
31,0.7704987507040163
33,0.665743207168108
35,0.5992370229185063
44,0.5992370229185063
