num_explanations,normalized_readability_score
1,-0.26449318106620245
3,0.33702226274205277
5,0.12272098436166845
10,-0.12932029342526047
15,-0.16408326539789894
17,-0.20138282601036314
18,0.11679753301507927
20,0.260157213302691
25,0.14891702124864795
29,-0.1616779577598261
30,-0.09432018589726468
31,-0.24328670711939374
33,-0.2858213522273137
35,-0.13354328257718884
44,-0.13354328257718884
